PČV,Typ,Stav,Kód STK,Název STK,Platnost od,Platnost do,Číslo protokolu,Aktuální
6095609,P - Pravidelná,A,3762,"BRNĚNSKÁ 404, 66442, MODŘICE",2008-05-13,2008-05-16,,False
9557047,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2007-04-18,2009-04-18,,True
9686005,P - Pravidelná,A,3219,"NÁM. SMIŘICKÝCH 16, 28163, KOSTELEC NAD ČERNÝMI LESY",2010-05-11,2011-05-11,,True
4262373,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2003-10-08,2003-10-08,,True
7434882,P - Pravidelná,A,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2008-03-11,2010-03-10,,True
6965221,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2007-09-26,2009-09-26,,True
9674239,E - Evidenční,Nezjištěno,3512,"LIBERECKÁ 558, 47301, NOVÝ BOR",2004-10-13,2004-10-13,,True
9669336,E - Evidenční,Nezjištěno,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2008-03-26,2008-03-26,,True
10250515,Z - Na žádost provozovatele,Nezjištěno,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2008-06-11,2008-07-11,,True
7510586,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2009-02-16,2011-02-06,,True
9728029,P - Pravidelná,A,3319,"HREJKOVICE 110, 39859, HREJKOVICE",2008-11-07,2010-11-07,,True
9646269,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2006-10-16,2008-10-16,,True
9600472,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2009-07-27,2011-07-27,,True
10246439,E - Evidenční,Nezjištěno,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2005-01-05,2005-01-05,,True
703451,P - Pravidelná,A,3512,"LIBERECKÁ 558, 47301, NOVÝ BOR",2003-04-11,2005-04-11,,True
8666332,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2008-04-22,2010-04-22,,True
10238730,E - Evidenční,Nezjištěno,3519,"MRŠTÍKOVA 2, 46003, LIBEREC 3",2005-01-12,2005-01-12,,True
10246439,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2005-08-22,2007-08-22,,True
86902,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2003-09-10,2005-09-10,,True
8394897,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2008-10-01,2008-10-01,,True
8630959,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2007-04-30,2007-04-30,,True
9697502,P - Pravidelná,A,3237,"PRŮMYSLOVÁ 1851, 25801, VLAŠIM",2010-03-04,2012-03-04,,True
9720673,P - Pravidelná,A,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2006-10-17,2008-10-17,,True
9730620,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2007-04-11,2009-04-11,,True
9619184,P - Pravidelná,A,3637,"K JAVORKU 982, 51401, JILEMNICE",2005-07-15,2007-07-15,,True
10177246,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2003-07-17,2004-07-17,,True
9676994,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2003-05-22,2005-05-22,,True
6866010,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2008-06-16,2010-06-16,,True
6827928,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2007-03-19,2009-03-19,,True
7797032,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2006-05-09,2008-05-09,,True
7780127,P - Pravidelná,A,3219,"NÁM. SMIŘICKÝCH 16, 28163, KOSTELEC NAD ČERNÝMI LESY",2007-05-17,2008-05-17,,True
6827928,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2008-06-25,2008-06-25,,True
9720673,E - Evidenční,Nezjištěno,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2005-10-24,2005-10-24,,True
474360,P - Pravidelná,A,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2003-11-27,2005-11-27,,True
5156932,E - Evidenční,Nezjištěno,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2003-06-16,2003-06-16,,True
4956754,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2005-09-12,2005-09-12,,True
5122117,E - Evidenční,Nezjištěno,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2002-06-11,2002-06-11,,True
7837650,P - Pravidelná,A,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2006-08-08,2008-08-08,,True
303497,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2001-08-16,2003-08-16,,True
4956754,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2005-09-12,2007-08-23,,True
8035012,P - Pravidelná,A,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2008-02-14,2010-02-14,,True
7893147,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2005-09-14,2007-09-14,,True
342783,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2003-06-16,2005-06-16,,True
7886215,E - Evidenční,Nezjištěno,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2006-11-10,2006-11-10,,True
7903486,P - Pravidelná,A,3419,"CHRASTAVICE 111, 34401, DOMAŽLICE",2002-08-07,2004-08-07,,True
7888828,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2004-06-21,2004-06-21,,True
7931862,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2006-04-19,2008-04-19,,True
9703269,E - Evidenční,Nezjištěno,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2007-02-19,2007-02-19,,True
9074065,E - Evidenční,Nezjištěno,3844,"JESENICKÁ 3071/1D, 78701, ŠUMPERK",2008-12-09,2008-12-09,,True
9671342,E - Evidenční,Nezjištěno,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2007-11-05,2007-11-05,,True
9177178,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2007-03-10,2009-03-10,,True
9074065,P - Pravidelná,A,3844,"JESENICKÁ 3071/1D, 78701, ŠUMPERK",2008-11-10,2010-11-10,,True
1040413,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2004-05-19,2006-05-19,,True
7517402,E - Evidenční,Nezjištěno,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2005-06-15,2005-06-15,,True
7037876,E - Evidenční,Nezjištěno,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2003-03-03,2003-03-03,,True
1349033,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2004-03-10,2006-02-11,,True
8745045,E - Evidenční,Nezjištěno,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2006-01-12,2006-01-12,,True
9134317,E - Evidenční,Nezjištěno,3837,"VELKÉ ALBRECHTICE 309, 74291, VELKÉ ALBRECHTICE",2008-12-15,2008-12-15,,True
9709220,P - Pravidelná,A,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2009-02-17,2011-02-17,,True
8732699,P - Pravidelná,A,3512,"LIBERECKÁ 558, 47301, NOVÝ BOR",2004-06-10,2006-06-09,,True
3628692,P - Pravidelná,A,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2005-10-13,2007-10-13,,True
7660242,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2006-02-09,2007-02-09,,True
7568697,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2007-02-08,2009-02-08,,True
771492,P - Pravidelná,A,3201,"K PODLESÍ 539, 26101, PŘÍBRAM VI",2003-04-24,2004-04-24,,True
5831641,E - Evidenční,Nezjištěno,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2008-05-05,2008-05-05,,True
9720679,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2009-07-30,2011-07-30,,True
2114468,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2004-05-12,2005-05-12,,True
10379936,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2007-08-27,2009-08-27,,True
9238839,P - Pravidelná,A,3844,"JESENICKÁ 3071/1D, 78701, ŠUMPERK",2008-12-16,2010-12-16,,True
10435569,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2008-06-11,2010-06-11,,True
10435569,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2007-07-16,2007-07-16,,True
10435569,Z - Na žádost provozovatele,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2007-09-03,2007-10-03,,True
8739697,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2006-09-13,2006-09-13,,True
8739697,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2006-01-10,2008-01-10,,True
8826619,E - Evidenční,Nezjištěno,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2008-11-24,2008-11-24,,True
10377337,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2007-11-19,2007-11-19,,True
7715956,P - Pravidelná,A,3419,"CHRASTAVICE 111, 34401, DOMAŽLICE",2007-08-29,2009-08-29,,True
7663320,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2008-06-05,2010-06-05,,True
3628692,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2004-07-12,2004-07-12,,True
9693590,E - Evidenční,Nezjištěno,3837,"VELKÉ ALBRECHTICE 309, 74291, VELKÉ ALBRECHTICE",2005-06-15,2005-06-15,,True
8730865,E - Evidenční,Nezjištěno,3519,"MRŠTÍKOVA 2, 46003, LIBEREC 3",2010-04-28,2010-04-28,,True
10416696,E - Evidenční,Nezjištěno,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2005-05-24,2007-09-29,,True
10442600,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2003-10-20,2005-10-20,,True
8826619,P - Pravidelná,A,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2008-06-10,2010-06-10,,True
10446802,P - Pravidelná,A,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2009-04-16,2010-04-16,,True
5582769,P - Pravidelná,A,3219,"NÁM. SMIŘICKÝCH 16, 28163, KOSTELEC NAD ČERNÝMI LESY",2007-09-11,2008-09-11,,True
9775446,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2006-04-18,2006-04-18,,True
7633812,P - Pravidelná,A,3837,"VELKÉ ALBRECHTICE 309, 74291, VELKÉ ALBRECHTICE",2006-11-06,2008-11-06,,True
7647637,P - Pravidelná,A,3319,"HREJKOVICE 110, 39859, HREJKOVICE",2004-11-06,2006-11-06,,True
11016423,E - Evidenční,Nezjištěno,3519,"MRŠTÍKOVA 2, 46003, LIBEREC 3",2008-08-27,2008-09-26,,True
5145420,E - Evidenční,Nezjištěno,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2002-06-03,2002-06-03,,True
5536488,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2008-08-13,2008-08-13,,True
5658064,P - Pravidelná,A,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2012-04-05,2014-04-05,,False
5717277,P - Pravidelná,A,3762,"BRNĚNSKÁ 404, 66442, MODŘICE",2012-03-30,2014-03-30,,False
11864875,P - Pravidelná,Nezjištěno,370500002,ADMINISTRATIVNÍ OMEZENÍ-NOVÁ VOZIDLA,2008-04-28,2014-04-28,,False
7276367,E - Evidenční,Nezjištěno,3119,"VÝPADOVÁ 1559, 15300, PRAHA 5 - RADOTÍN",2006-07-11,2006-07-11,,True
4527061,E - Evidenční,Nezjištěno,3326,"DRUŽSTEVNÍ 335, 39801, MIROTICE",2006-07-14,2006-07-14,,True
8658689,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2008-11-04,2008-11-04,,True
10884596,E - Evidenční,Nezjištěno,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2008-11-04,2008-11-04,,True
10884596,Z - Na žádost provozovatele,Nezjištěno,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2012-06-11,2012-06-11,,True
8748110,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2010-11-08,2012-11-08,,False
5065619,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2011-08-15,2013-08-15,,False
8515702,P - Pravidelná,A,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2011-10-21,2013-10-21,,False
6223851,P - Pravidelná,A,3319,"HREJKOVICE 110, 39859, HREJKOVICE",2012-05-29,2016-05-29,,False
4528811,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2011-03-08,2013-03-08,,True
9224642,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2009-08-03,2011-08-03,,True
7587019,P - Pravidelná,B,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2004-09-06,2004-10-06,,True
651441,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2005-03-25,2007-03-25,,True
339067,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2003-09-29,2005-09-29,,True
2727250,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2005-01-19,2007-01-19,,True
9793320,P - Pravidelná,A,3519,"MRŠTÍKOVA 2, 46003, LIBEREC 3",2006-10-11,2008-10-11,,True
7619053,P - Pravidelná,A,3326,"DRUŽSTEVNÍ 335, 39801, MIROTICE",2006-07-27,2008-07-27,,True
3876796,P - Pravidelná,Nezjištěno,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2005-02-23,2006-02-23,,True
9737416,P - Pravidelná,A,3512,"LIBERECKÁ 558, 47301, NOVÝ BOR",2002-01-30,2004-01-29,,True
801575,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2006-12-11,2008-12-11,,True
10681913,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2009-02-19,2009-02-19,,True
4641336,P - Pravidelná,A,3219,"NÁM. SMIŘICKÝCH 16, 28163, KOSTELEC NAD ČERNÝMI LESY",2009-06-12,2011-06-12,,True
8052866,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2007-04-18,2007-04-18,,True
10864523,P - Pravidelná,A,3219,"NÁM. SMIŘICKÝCH 16, 28163, KOSTELEC NAD ČERNÝMI LESY",2009-07-09,2011-07-09,,True
4870510,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2007-07-25,2009-07-25,,True
7636507,P - Pravidelná,A,3326,"DRUŽSTEVNÍ 335, 39801, MIROTICE",2009-11-23,2011-11-23,,True
6977850,P - Pravidelná,A,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2010-07-21,2011-07-01,,True
8826712,P - Pravidelná,A,3637,"K JAVORKU 982, 51401, JILEMNICE",2010-05-18,2012-05-18,,True
9868945,E - Evidenční,Nezjištěno,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2003-08-22,2003-08-22,,True
10691136,E - Evidenční,Nezjištěno,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2006-07-31,2006-07-31,,True
5151965,P - Pravidelná,A,3237,"PRŮMYSLOVÁ 1851, 25801, VLAŠIM",2007-05-10,2009-05-10,,False
3876796,E - Evidenční,Nezjištěno,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2006-02-09,2006-02-09,,True
339067,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2002-06-24,2002-06-24,,True
6977850,E - Evidenční,Nezjištěno,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2003-07-10,2003-07-10,,True
2722527,P - Pravidelná,A,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2007-10-05,2009-10-05,,True
1521026,E - Evidenční,Nezjištěno,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2007-08-13,2007-08-13,,True
5289065,E - Evidenční,Nezjištěno,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2005-09-19,2005-09-19,,True
7892247,P - Pravidelná,A,3837,"VELKÉ ALBRECHTICE 309, 74291, VELKÉ ALBRECHTICE",2010-10-12,2012-10-12,,True
5118239,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2003-02-17,2003-02-17,,True
7539340,E - Evidenční,Nezjištěno,3119,"VÝPADOVÁ 1559, 15300, PRAHA 5 - RADOTÍN",2008-07-07,2008-07-07,,True
6566056,P - Pravidelná,A,3319,"HREJKOVICE 110, 39859, HREJKOVICE",2007-08-06,2009-08-06,,True
8471944,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2008-10-20,2010-04-29,,True
8791761,E - Evidenční,Nezjištěno,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2006-08-21,2006-08-21,,True
9367938,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2002-07-11,2004-07-11,,True
3399462,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2006-07-17,2008-07-17,,True
152818,P - Pravidelná,A,3519,"MRŠTÍKOVA 2, 46003, LIBEREC 3",2005-06-16,2007-06-16,,True
4545817,P - Pravidelná,A,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2003-05-12,2004-05-12,,True
8379139,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2008-04-07,2010-04-07,,True
4421995,P - Pravidelná,A,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2005-07-28,2007-07-28,,True
2852236,P - Pravidelná,A,3837,"VELKÉ ALBRECHTICE 309, 74291, VELKÉ ALBRECHTICE",2005-06-16,2007-06-16,,True
4545817,E - Evidenční,Nezjištěno,3812,"LOVĚŠICE 258/III, 75013, PŘEROV",2002-04-17,2002-04-17,,True
8378501,E - Evidenční,Nezjištěno,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2006-03-17,2006-04-16,,True
10930155,P - Pravidelná,A,3848,"NÁDRAŽNÍ 1599/4, 74221, KOPŘIVNICE",2009-12-17,2011-12-17,,True
4831046,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2008-03-28,2010-03-28,,True
10103083,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2005-08-30,2007-08-30,,True
9411904,E - Evidenční,Nezjištěno,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2005-05-02,2005-05-02,,True
8515030,P - Pravidelná,A,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2008-02-26,2010-02-26,,True
7341164,P - Pravidelná,A,3637,"K JAVORKU 982, 51401, JILEMNICE",2008-05-13,2010-05-13,,True
10148349,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2005-05-24,2005-05-24,,True
8423804,P - Pravidelná,A,3319,"HREJKOVICE 110, 39859, HREJKOVICE",2009-05-14,2011-05-14,,True
3503062,E - Evidenční,Nezjištěno,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2005-12-12,2005-12-12,,True
7341164,E - Evidenční,Nezjištěno,3637,"K JAVORKU 982, 51401, JILEMNICE",2007-04-16,2007-04-16,,True
4421995,E - Evidenční,Nezjištěno,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2006-04-07,2006-04-07,,True
10093169,P - Pravidelná,A,3237,"PRŮMYSLOVÁ 1851, 25801, VLAŠIM",2008-02-20,2010-02-19,,True
9427760,P - Pravidelná,A,3326,"DRUŽSTEVNÍ 335, 39801, MIROTICE",2006-03-23,2008-03-23,,True
9441172,E - Evidenční,Nezjištěno,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2006-05-24,2006-05-24,,True
9484287,E - Evidenční,Nezjištěno,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2006-04-26,2006-04-26,,True
9484287,P - Pravidelná,A,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2005-04-21,2007-04-21,,True
6731840,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2006-07-12,2008-07-12,,True
1175672,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2005-03-30,2007-03-30,,True
9469292,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2004-01-28,2006-01-28,,True
8566408,P - Pravidelná,Nezjištěno,3419,"CHRASTAVICE 111, 34401, DOMAŽLICE",2008-10-22,2010-10-13,,True
9381936,P - Pravidelná,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",1998-08-11,2000-08-11,,True
7054157,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2002-07-11,2004-07-11,,True
7066943,P - Pravidelná,A,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2006-09-02,2008-09-02,,True
9451993,P - Pravidelná,A,3319,"HREJKOVICE 110, 39859, HREJKOVICE",2006-01-06,2008-01-04,,True
3599155,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2003-05-15,2005-05-15,,True
7354078,P - Pravidelná,A,3412,"DR. SEDLÁKA 778/III, 33901, KLATOVY",2005-12-02,2006-12-02,,True
8442835,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2008-03-28,2010-03-28,,True
141591,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2003-08-13,2003-08-13,,True
8420681,P - Pravidelná,A,3837,"VELKÉ ALBRECHTICE 309, 74291, VELKÉ ALBRECHTICE",2008-05-16,2010-05-16,,True
9447594,P - Pravidelná,A,3605,"VLČNOV 30, 53701, CHRUDIM",2005-11-15,2007-11-15,,True
8908526,E - Evidenční,Nezjištěno,3430,"K LETIŠTI 670, 33901, KLATOVY",2010-11-09,2010-11-09,,True
9199405,Z - Na žádost provozovatele,Nezjištěno,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2005-05-31,2005-05-31,,True
561229,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2003-06-11,2005-06-11,,True
8420681,E - Evidenční,Nezjištěno,3848,"NÁDRAŽNÍ 1599/4, 74221, KOPŘIVNICE",2006-09-07,2006-09-07,,True
2607918,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2005-01-05,2007-01-05,,True
7223270,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2008-07-21,2010-07-21,,True
200362,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2003-06-04,2005-06-04,,True
8452376,P - Pravidelná,A,3419,"CHRASTAVICE 111, 34401, DOMAŽLICE",2008-04-14,2010-04-14,,True
5083064,P - Pravidelná,A,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2007-04-25,2009-04-25,,True
1511986,P - Pravidelná,A,3805,"BESKYDSKÁ 2299, 73802, FRÝDEK-MÍSTEK",2005-08-04,2007-08-04,,True
6390079,P - Pravidelná,A,3737,"BORŠOVSKÁ 2622/91, 69701, NĚTČICE, KYJOV",2008-01-31,2010-01-31,,True
5725637,P - Pravidelná,A,3755,"DLOUHÁ BRTNICE 156, 58834, DLOUHÁ BRTNICE",2010-05-31,2012-05-31,,False
7335317,P - Pravidelná,A,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2012-04-05,2014-04-05,,False
4714604,P - Pravidelná,A,3326,"DRUŽSTEVNÍ 335, 39801, MIROTICE",2012-02-09,2014-02-09,,True
8515702,E - Evidenční,Nezjištěno,3612,"PETRUSOVA 1658/2, 56802, SVITAVY - PŘEDMĚSTÍ",2010-04-07,2010-04-07,,False
8701942,P - Pravidelná,A,3712,"BÍLANSKÁ 2595/95, 76701, KROMĚŘÍŽ",2010-11-03,2012-11-03,,False
8777297,E - Evidenční,Nezjištěno,3619,"PRŮMYSLOVÁ 381, 53301, PARDUBICE",2008-11-05,2008-11-05,,True
8748110,E - Evidenční,Nezjištěno,3505,"U TEREZÍNSKÉ KŘIŽOVATKY 176, 41201, LITOMĚŘICE",2008-11-06,2008-11-06,,True
4157698,P - Pravidelná,A,3326,"DRUŽSTEVNÍ 335, 39801, MIROTICE",2011-08-26,2013-08-26,,False
9718755,P - Pravidelná,A,3744,"NÁMĚSTÍ SVOBODY 578, 68604, KUNOVICE",2012-03-19,2014-03-19,,False
8720597,P - Pravidelná,A,3637,"K JAVORKU 982, 51401, JILEMNICE",2010-10-05,2012-10-05,,False
9831886,E - Evidenční,Nezjištěno,3219,"NÁM. SMIŘICKÝCH 16, 28163, KOSTELEC NAD ČERNÝMI LESY",2009-02-03,2009-02-03,,True
8342692,P - Pravidelná,A,3319,"HREJKOVICE 110, 39859, HREJKOVICE",2010-11-09,2012-11-09,,False
